"JP105F7W"	"JP51F7W"	"JP64F7W"	"JP66F7W"	"JP77F7W"	"JP166F7W"	"JP258F7W"	"JP257F7W"	"JP190F7W"	"JP23F7W"	"JP31F7W"	"JP117F7W"	"JP110F7W"	"JP411F7W"	"JP124F7W"	"JP104F7W"	"JP136F7W"	"JP9F7W"	"JP260F7W"	"JP81F7W"	"JP10F7W"	"JP403F7W"	"JP401F7W"	"JP129F7W"	"JP133F7W"	"JP20F7W"	"JP106F7W"	"JP103F7W"	"JP146F7W"	"JP45F7W"	"JP165F7W"	"JP48F7W"	"JP205F7W"	"JP83F7W"	"JP410F7W"	"JP119F7W"	"JP24F7W"	"JP221F7W"	"JP108F7W"	"JP78F7W"	"JP112F7W"	"JP116F7W"	"JP16F7W"	"JP409F7W"	"JP160F7W"	"JP3F7W"	"JP18F7W"	"JP131F7W"	"JP111F7W"	"JP107F7W"	"JP259F7W"	"JP39F7W"	"JP222F7W"	"JP22F7W"	"JP118F7W"	"JP97F7W"	"JP38F7W"	"JP187F7W"	"JP132F7W"	"JP201F7W"	"JP76F7W"	"JP102F7W"	"JP5F7W"	"JP59F7W"	"JP151F7W"	"JP88F7W"	"JP30F7W"	"JP43F7W"	"JP82F7W"	"JP67F7W"	"JP71F7W"	"JP162F7W"	"JP27F7W"	"JP120F7W"	"JP84F7W"	"JP123F7W"	"JP121F7W"	"JP156F7W"	"JP139F7W"	"JP114F7W"	"JP21F7W"	"JP11F7W"	"JP13F7W"	"JP223F7W"	"JP86F7W"	"JP2F7W"	"JP155F7W"	"JP1F7W"	"JP154F7W"	"JP159F7W"	"JP182F7W"	"JP12F7W"	"JP15F7W"	"JP202F7W"	"JP141F7W"	"JP406F7W"	"JP89F7W"	"JP19F7W"	"JP101F7W"	"JP184F7W"	"JP53F7W"	"JP186F7W"	"JP185F7W"	"JP85F7W"	"JP17F7W"	"JP98F7W"	"JP75F7W"	"JP33F7W"	"JP25F7W"	"JP163F7W"	"JP169F7W"	"JP74F7W"	"JP55F7W"	"JP130F7W"	"JP183F7W"	"JP58F7W"	"JP170F7W"	"JP4F7W"	"JP44F7W"	"JP72F7W"	"JP224F7W"	"JP79F7W"	"JP152F7W"	"JP137F7W"	"JP87F7W"	"JP153F7W"	"JP29F7W"	"JP99F7W"	"JP172F7W"	"JP157F7W"	"JP138F7W"	"JP63F7W"	"JP173F7W"	"JP191F7W"	"JP253F7W"	"JP52F7W"	"JP6F7W"	"JP206F7W"	"JP158F7W"	"JP70F7W"	"JP181F7W"	"JP192F7W"	"JP56F7W"	"JP57F7W"	"JP54F7W"	"JP174F7W"	"JP60F7W"	"JP73F7W"	"JP177F7W"	"JP62F7W"	"JP179F7W"	"JP189F7W"	"JP188F7W"	"JP69F7W"	"161FW6"	"454FW6"	"455FW6"	"451FW8"	"109FW7"	"113FW7"	"8FW6"	"402F7W"	"198FW7"	"145F7W"	"454FW8"	"199FW7"	"171FW6"	"144F7W"	"164FW6"	"65FW7"	"68FW7"	"200FW7"	"455FW8"
"234121"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	64	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	50	0	0	46	0	0	0	25	0	0	0	0	0	0	0	0	16	0	16	0	0	0	1	29	0	0	0	9	0	13	1	0	0	0	0	0	0	1	0	0	0	0	100	0	0	0	0	0	0	1	31
"309663"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	269	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"318732"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	899	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"197790"	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	4	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	26	0	0	0	2	0	0	1	0	0	0	0	2	2	5	0	0	51	0	43	0	41	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"460611"	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	168	0	0	1	0	0	1	0	0	0	0	0	3	0	8	3	0	0	0	0	0	12	36	0	0	0	0	15	0	104	1	0	7	0	0	0	26	13	67	0	10	0	0	44	0	0	47	0	0	0	0	2	10	23
"183838"	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	4	23	0	0	0	0	6	0	69	0	0	4	0	0	0	17	5	46	0	9	0	0	31	0	0	23	0	0	0	0	0	2	10
"231563"	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	36	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	9	0	0	14	0	1	0	0	1	0	0	0	0	271	0	164	0	0	6	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3265889"	0	0	1	244	0	17	84	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	6	2	0	0	1	0	55	94	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1270	14	0	0	0	1	24	0	0	0	31	3	0	0	86	0	0	0	0	0	5	0	66	0	0	0	14	0	0	234	1088	0	0	2	5	213	0	59	760	383	1	85	51	62	4	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	11	0	4	51	6	0	0
"273967"	0	0	3	14	1	49	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	0	8	0	6	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	23	0	0	0	1	9	0	0	1	0	4	5	0	4	0	1	0	0	1	0	0	1	0	1	3	3	0	1	2	0	0	0
"175758"	0	0	0	0	135	194	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	92	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	33	0	60	0	0	0	0	16	139	0	0	174	0	0	0	19	0	0	4	0	0	0	0	0	59	2	0	0	0	0	0	10	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	83	0	53	0	0	0	0
"180944"	0	0	0	0	397	649	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	1	0	0	0	0	0	383	0	373	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	130	0	164	0	0	0	0	46	377	1	0	587	0	0	0	81	0	1	17	0	0	1	0	0	158	7	0	0	0	0	0	17	0	0	28	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	331	0	187	11	0	0	0
"134065"	0	0	3	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	28	10	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	32	0	212	3	2	0	149	2	0	47	0	0	0	0	2	1	1	0	0	0	0	2	0	1	3	9	0	6	0	1	0	1
"172464"	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	52	35	0	0	3	3	96	0	1	0	0	23	0	20	29	0	0	0	0	0	4	8
"197126"	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	2	0	0	0	4	0	0	29	0	0	0	0	76	0	24	78	26	36	0	105	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0
"259820"	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	33	0	0	0	9	0	6	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"307416"	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	11	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	4	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"174320"	0	0	2	14	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	2	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	16	0	0	0	4	0	0	0	43	0	0	6	0	0	0	0	0	1	1	0	2	0	2	0	7	0	0	7	4	20	3	11	15	28	0	5	8	17	0	1	0	0	0	0	0	0	2	0	0	0	0	6	0	3	6	0	0	0	0	17	0	1
"191067"	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	54	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	2	12	0	0	0	0	9	0	0	0	0	0	1	17	18	0	0	7	0	0	36	12	108	6	0	0	0	0	0	0	4	1	0	0	9	2	23	0	1	0	0	24	0	2	31	0	0	0	0	0	2	0
"839215"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	20	0	0	0	0	584	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"184966"	0	0	5	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2	3	0	0	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"233817"	0	0	0	0	0	50	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	9	0	0	0	26	5	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	20	16	0	0	0	2	0	20	0	0	0	0	1	0	0	0	0	0	68	0	33	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0
"4393892"	0	0	5	13	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	2	3	0	0	12	11	1	0	0	4	0	1	2	0	0	0	5	2	2	0	2	0	0	1	0	3	2	2	0	2	0	1	0	0
"176472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2901246"	0	0	0	0	0	6	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	8	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	16	0	0	0	5	2	49	0	57	7	6	0	42	10	0	8	11	2	0	0	0	0	0	0	0	0	0	3	0	3	3	1	0	1	0	0	0	0
"1107303"	0	0	0	15	2	11	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	15	1	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	1	0	0	0	0	11	0	9	11	0	0	15	0	2	12	1	0	9	0	0	0	2	0	0	1	2	8	0	1	5	10	2	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	2	25	0	3	3	2	0	0
"191043"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2986828"	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4469576"	1	1808	0	1	9	1	1	2	3	1104	271	0	0	65	0	0	0	982	441	1678	716	516	627	0	0	239	0	4	53	357	199	916	1496	65	76	2	319	151	0	2456	1	0	722	56	543	2	2346	1	0	0	570	497	201	1275	0	7	482	432	2	494	1363	1	1	19	0	70	958	275	453	0	0	281	150	0	85	0	1	0	0	1	1092	438	368	419	35	0	0	0	0	512	1148	120	182	2735	0	0	223	220	0	2	338	0	139	146	499	2	1	146	759	481	2	0	1020	1	0	0	1	0	619	1	76	18	0	0	29	1	818	1	0	0	3	1	0	2	0	0	0	757	0	1	0	1	2	0	1	2	3	4	0	0	1	0	0	0	0	0	0	1	1	175	2854	1138	4	10	0	7	0	1	0	0	99	1	1
"3747551"	0	10	0	0	3	0	0	0	0	6	1	0	0	1	0	0	0	3	1	7	2	5	1	0	0	2	0	0	0	1	0	8	10	0	1	0	1	1	0	16	0	0	4	0	1	0	12	0	0	0	3	0	1	7	0	0	1	2	0	3	2	0	0	0	0	0	4	1	4	0	0	1	0	0	0	0	0	0	0	0	5	3	2	3	0	0	0	0	0	1	5	0	0	13	0	0	3	1	0	0	1	0	2	0	4	0	0	0	2	4	0	0	11	0	0	0	0	0	2	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0
"4455308"	0	6	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	4	7	0	0	5	0	0	3	0	0	0	0	0	10	3	0	0	0	1	1	0	7	0	0	3	1	5	0	10	0	0	0	0	3	2	7	0	0	1	1	0	2	3	0	0	0	0	0	4	1	3	0	0	2	0	1	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	1	4	1	1	11	0	0	0	1	0	0	1	0	1	1	4	0	0	2	1	3	0	0	8	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	1	0	0	0	0	0	0	0	0
"174667"	0	0	0	5	4	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	16	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	1	0	0	14	0	11	0	0	17	0	1	9	0	0	4	0	0	0	0	0	1	0	10	0	7	0	0	2	10	9	25	1	3	13	5	0	28	1	0	13	10	5	0	0	10	11	7	0	2	0	0	9	0	8	16	3	0	6	4	2	10	7
"4045882"	0	0	4	0	0	0	0	0	0	0	74	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	15	52	0	0	41	0	0	0	0	0	59	0	287	1	0	0	0	0	6	23	0	0	1	11	0	0	0	0	0	298	1	0	0	0	0	28	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	135	0	79	1	0	0	0	0	0	0	0	0	0	0	158	0	317	0	44	0	0	0	33	0	0	0	0	0	0	0	0	0	435	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	281	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU68"	0	25	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	9	9	16	4	2	5	0	0	1	0	0	0	1	3	5	13	0	0	0	3	0	0	20	0	0	5	0	6	0	15	0	0	0	4	4	2	14	0	0	1	8	0	5	19	0	0	0	0	0	14	2	4	0	0	3	0	0	2	0	0	0	0	0	9	9	8	2	0	0	0	0	0	4	19	1	7	11	0	0	4	0	0	0	2	0	1	1	3	0	0	3	6	4	0	0	6	0	0	0	0	0	4	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	14	0	0	0	0	0	0	0	0	1	0	0
"2148365"	0	0	1	0	0	0	0	0	0	0	44	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	11	33	0	0	22	1	0	0	0	0	32	0	212	0	0	0	0	0	2	8	0	0	0	6	0	0	0	0	0	194	0	0	0	0	0	12	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	94	0	52	2	0	0	0	0	0	0	0	0	0	0	83	0	161	0	11	0	0	0	8	0	0	0	0	0	0	1	0	0	252	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"185587"	0	1	26	11	90	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	80	41	0	0	0	0	8	36	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	2	0	1	0	7	7	28	0	0	57	0	1	157	0	0	101	0	1	15	0	0	14	5	4	0	16	0	0	17	10	0	11	6	229	42	6	14	62	15	1	137	0	0	0	0	2	3	2	0	1	0	0	8	0	2	11	6	0	4	13	11	0	3
